年月,總編號,處理單位,處理編號,年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道.1,段.1,側,附近,道路,公里,公尺處.1,向,車道,平交道,公里.1,公尺處.2,附近.1,死,受傷,X2.30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,警局,分局,案件類別,事故類別,日期,道路1,道路2,概略位置,lon,lat,車種,當事者區分.類別.,年齡,受傷程度,車輛牌照號碼,車輛用途,駕駛資格情形,飲酒情形,車輛撞擊部位最初,肇事因素個別,肇事因素主要,職.業,旅次目的,國籍
10107,10107Y00020019,YYA1,10107YY000032,2012,7,14,15,58,金門縣,金湖鎮,,NA,經武路,,,NA,,,,,,00718號路燈桿,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,晴,日間自然光線,村里道路,60,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,路上翻車、摔倒,未注意車前狀態,Y000,YY00,1,2,2012/7/14,經武路,,金門縣金湖鎮00718號路燈桿,118.3875082,24.4434136,普通重型 機車∕ ∕乘客 人,機車普通重型乘客,30∕0∕22,受傷受傷,IX****0代號529IX****0代號529,其他其他,有適當之駕照非汽（機）車駕駛人,經檢測無酒精反應非駕駛人，未檢測,機車右側車身不明,未注意車前狀態∕尚未發現肇事因素∕尚未發現肇事因素,未注意車前狀態∕未注意車前狀態∕未注意車前狀態,不明不明,觀光旅遊觀光旅遊,本國∕本國∕非本國
10107,,YYA1,10107YY000033,2012,7,13,8,13,金門縣,金湖鎮,,NA,雙瓊路,,,NA,,,,,,00359號燈桿,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y000,YY00,1,4,2012/7/13,雙瓊路,,金門縣金湖鎮00359號燈桿,118.3660576,24.4501741,計程車 小客車∕自用 小客車∕,小客車計程車∕小客車自用∕,32∕42∕,,VX***7代號530∕Q2****8代號531∕,,,,,,,,,本國∕本國∕
10107,10107Y00020038,YYA1,10107YY000034,2012,7,15,8,51,金門縣,金沙鎮,汶沙里,NA,環島東路,一,,NA,,,,,,金沙鎮公所前,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,晴,日間自然光線,村里道路,50,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,穿越道路中,未注意車前狀態,Y000,YY00,1,2,2012/7/15,環島東路一段,,金門縣金沙鎮汶沙里金沙鎮公所前,118.4213083,24.4841071,普通重型 機車∕行人 人∕,機車普通重型∕行人∕,22∕58∕,受傷∕受傷∕,78****K代號532,其他∕非駕駛人及乘客∕,有適當之駕照∕非汽（機）車駕駛人∕,經檢測無酒精反應∕非駕駛人，未檢測∕,機車前車頭∕非汽（機）車∕,未注意車前狀態∕尚未發現肇事因素∕,未注意車前狀態∕未注意車前狀態∕,其他∕其他∕,其他∕其他∕,本國∕本國∕
10107,10107Y00020020,YYA1,10107YY000035,2012,7,15,19,38,金門縣,金湖鎮,,NA,黃海路,,,NA,,,,,,山外橋頭,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,陰,夜間（或隧道、地下道、涵洞）有照明,村里道路,50,三岔路,交岔口附近,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,同向通行中,未注意車前狀態,Y000,YY00,1,2,2012/7/15,黃海路,,金門縣金湖鎮山外橋頭,118.4256931,24.452032,普通重型 機車∕行人 人∕,機車普通重型∕行人∕,59∕70∕,未受傷∕受傷∕,PZ****6代號533,其他∕非駕駛人及乘客∕,越級駕駛∕非汽（機）車駕駛人∕,經檢測無酒精反應∕非駕駛人，未檢測∕,機車前車頭∕非汽（機）車∕,未注意車前狀態∕其他引起事故之疏失或行為∕,未注意車前狀態∕未注意車前狀態∕,技術員及助理人員∕無業者∕,購物∕其他∕,本國∕本國∕
10107,10107Y00020026,YYA1,10107YY000041,2012,7,20,11,30,金門縣,金湖鎮,,NA,環島東路,四,,NA,,,士校路,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,50,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,閃光號誌,正常,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,路口交岔撞,未依規定讓車,Y000,YY00,NA,NA,2012/7/20,環島東路四段,士校路,,118.4462076,24.45419698,計程車 小客車∕普通重型 機車∕,小客車計程車∕機車普通重型∕,55∕63∕,未受傷∕受傷∕,02***5代號534∕88****D代號535∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車左前車頭（身）∕機車前車頭∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,汽車、火車駕駛員及船員∕服務工作者∕,不明∕上、下班∕,本國∕本國∕
10107,10107Y00020027,YYA1,10107YY000042,2012,7,21,3,50,金門縣,金湖鎮,,NA,士校路,,,NA,,,,,,士校往下莊路段28204號路燈桿,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,夜間（或隧道、地下道、涵洞）有照明,村里道路,50,彎曲路及附近,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,撞護欄（樁）,未依規定減速,Y000,YY00,1,2,2012/7/21,士校路,,金門縣金湖鎮士校往下莊路段28204號路燈桿,118.4271704,24.4453138,自用 小客車∕ ∕,小客車自用,20∕0∕,受傷,LI****8代號536,其他,有適當之駕照,不明,汽車右前車頭（身）,未依規定減速∕尚未發現肇事因素∕,未依規定減速∕未依規定減速∕,不明,不明,本國∕本國∕
10107,10107Y00020035,YYA1,10107YY000043,2012,7,22,19,57,金門縣,金湖鎮,新市里,NA,市港路,,,NA,,,,,,武德新莊路段05335路燈,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,雨,夜間（或隧道、地下道、涵洞）有照明,村里道路,50,三岔路,交岔路口內,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,對向擦撞,左轉彎未依規定,Y000,YY00,1,2,2012/7/22,市港路,,金門縣金湖鎮新市里武德新莊路段05335路燈,118.4099121,24.4348324,租賃車 小客車∕普通重型 機車∕,小客車租貸車∕機車普通重型∕,35∕25∕,未受傷∕受傷∕,WW****3代號537∕87****A代號538∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車右前車頭（身）∕機車後車尾∕,左轉彎未依規定∕未注意車前狀態∕,左轉彎未依規定∕左轉彎未依規定∕,其他∕其他∕,其他∕其他∕,本國∕本國∕
10107,10107Y00020041,YYA1,10107YY000051,2012,7,30,14,12,金門縣,金湖鎮,,NA,環島南路,五,,NA,,,,,,金湖鎮復國路路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,60,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,未依規定讓車,Y000,YY00,1,2,2012/7/30,環島南路五段,,金門縣金湖鎮金湖鎮復國路路口,118.4239844,24.4324232,自用 小客車∕自用 大貨車∕,小客車自用∕大貨車自用∕,35∕49∕,受傷∕未受傷∕,08****V代號539∕00***L代號540∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車左前車頭（身）∕汽車右前車頭（身）∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,服務工作者∕售貨員∕,社交活動∕運輸∕,本國∕本國∕
10107,,YYA1,10107YY000054,2012,7,2,18,0,金門縣,金沙鎮,三山里,NA,,,,NA,,,,,,碧山3號後方路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,三岔路,交岔路口內,水泥,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,路上翻車、摔倒,未注意車前狀態,Y000,YY00,3,2,2012/7/2,金門縣金沙鎮三山里碧山3號後方路口,,金門縣金沙鎮三山里碧山3號後方路口,118.4435334,24.4861404,普通重型 機車∕ ∕,機車普通重型,75∕0∕,受傷,85****E代號541,其他,有適當之駕照,不明,機車左側車身,未注意車前狀態∕尚未發現肇事因素∕,未注意車前狀態∕未注意車前狀態∕,無業者,其他,本國∕本國∕
10107,10107Y00020001,YZA1,10107YZ000001,2012,7,1,12,50,金門縣,烈嶼鄉,,NA,九井路,,,NA,,,,,,烈嶼鄉西宅候車亭前路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,追撞,未注意車前狀態,Y000,YZ00,1,2,2012/7/1,九井路,,金門縣烈嶼鄉烈嶼鄉西宅候車亭前路段,118.2439073,24.4317335,普通重型 機車∕公營公車 大客車∕,機車普通重型∕公營公車∕,36∕47∕,受傷∕未受傷∕,55****K代號542∕VU***7代號543∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕汽車後車尾∕,未注意車前狀態∕尚未發現肇事因素∕,未注意車前狀態∕未注意車前狀態∕,其他∕服務工作者∕,其他∕其他∕,本國∕本國∕
10107,10107Y00020002,YZA1,10107YZ000004,2012,7,1,17,25,金門縣,金城鎮,,NA,民權路,,,NA,,,珠浦西路,,,路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,左轉彎未依規定,Y000,YZ00,1,2,2012/7/1,民權路,珠浦西路,,118.3161782,24.4357325,普通重型 機車∕自用 小客車∕,機車普通重型∕小客車自用∕,21∕28∕,受傷∕未受傷∕,38****D代號544∕6F****8代號545∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕汽車右前車頭（身）∕,左轉彎未依規定∕尚未發現肇事因素∕,左轉彎未依規定∕左轉彎未依規定∕,大學（研究）生∕大學（研究）生∕,其他∕其他∕,本國∕本國∕
10107,10107Y00030001,YZA1,10107YZ000005,2012,7,2,9,56,金門縣,金城鎮,,NA,民生路,,,NA,,,,,,縣政府前路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,日間自然光線,村里道路,40,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,違規超車,Y000,YZ00,1,3,2012/7/2,民生路,,金門縣金城鎮縣政府前路口,118.3190184,24.43575,自用 小客車∕自用 小客車∕,小客車自用∕小客車自用∕,28∕82∕,未受傷∕未受傷∕,6F****1代號546∕37****8代號547∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車左前車頭（身）∕汽車右前車頭（身）∕,違規超車∕右轉彎未依規定∕,違規超車∕違規超車∕,其他∕無業者∕,其他∕其他∕,本國∕本國∕
10107,10107Y00020042,YZA1,10107YZ000007,2012,7,4,8,1,金門縣,金城鎮,,NA,民權路,,,NA,,,光前路,,,路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,穿越道路中,搶越行人穿越道,Y000,YZ00,1,2,2012/7/4,民權路,光前路,,118.3154588,24.43343543,遊覽車 大客車∕行人 人∕,遊覽車∕行人∕,56∕80∕,未受傷∕受傷∕,15***L代號548,其他∕非駕駛人及乘客∕,有適當之駕照∕非汽（機）車駕駛人∕,經檢測無酒精反應∕非駕駛人，未檢測∕,汽車前車頭∕非汽（機）車∕,搶越行人穿越道∕穿越道路未注意左右來車∕,搶越行人穿越道∕搶越行人穿越道∕,服務工作者∕無業者∕,其他∕其他∕,本國∕本國∕
10107,,YZA1,10107YZ000008,2012,7,4,13,57,金門縣,金城鎮,,NA,民生路,,,NA,38,,,,,路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,日間自然光線,村里道路,40,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,起步未注意其他車（人）安全,Y000,YZ00,1,4,2012/7/4,民生路38號,,金門縣金城鎮路段,118.3190184,24.43575,自用 小客車∕自用 小客車∕,小客車自用∕小客車自用∕,47∕46∕,未受傷∕未受傷∕,25****S代號549∕02****7代號550∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車左前車頭（身）∕汽車右側車身∕,起步未注意其他車（人）安全∕尚未發現肇事因素∕,起步未注意其他車（人）安全∕起步未注意其他車（人）安全∕,其他∕其他∕,其他∕其他∕,本國∕本國∕
10107,10107Y00020006,YZA1,10107YZ000010,2012,7,4,17,50,金門縣,金城鎮,,NA,,,,NA,,,,,,富康一村6巷16號旁路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,四岔路,交岔路口內,其他鋪裝,乾燥,無缺陷,無障礙物,建築物,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,路口交岔撞,未依規定讓車,Y000,YZ00,1,2,2012/7/4,金門縣金城鎮富康一村6巷16號旁路口,,金門縣金城鎮富康一村6巷16號旁路口,118.320257,24.437578,普通重型 機車∕自用 小客車∕乘客 人,機車普通重型∕小客車自用∕乘客,36∕37∕5,未受傷∕未受傷∕受傷,51****D代號551∕17****S代號552∕51****D代號551,其他∕其他∕其他,有適當之駕照∕有適當之駕照∕非汽（機）車駕駛人,經檢測無酒精反應∕經檢測無酒精反應∕非駕駛人，未檢測,機車前車頭∕汽車右前車頭（身）∕非汽（機）車,未依規定讓車∕未依規定減速∕尚未發現肇事因素,未依規定讓車∕未依規定讓車∕未依規定讓車,其他∕其他∕其他,其他∕其他∕其他,本國∕本國∕本國
10107,10107Y00020037,YZA1,10107YZ000011,2012,7,4,17,56,金門縣,金城鎮,,NA,西海路,一,,NA,,,,,,03745號路燈桿附近路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,晴,日間自然光線,鄉道,50,彎曲路及附近,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,同向擦撞,未保持行車安全間隔,Y000,YZ00,1,2,2012/7/4,西海路一段,,金門縣金城鎮03745號路燈桿附近路段,118.2906709,24.4124946,自用 小貨車(含客、貨兩用)∕普通輕型 機車∕乘客 人,小貨車自用∕機車普通輕型∕乘客,36∕65∕72,未受傷∕受傷∕受傷,WY****3代號553∕38****B代號554∕38****B代號554,其他∕其他∕其他,有適當之駕照∕有適當之駕照∕非汽（機）車駕駛人,經檢測無酒精反應∕經檢測無酒精反應∕非駕駛人，未檢測,汽車右側車身∕機車左側車身∕非汽（機）車,未保持行車安全間隔∕尚未發現肇事因素∕尚未發現肇事因素,未保持行車安全間隔∕未保持行車安全間隔∕未保持行車安全間隔,技術員及助理人員∕無業者∕無業者,社交活動∕社交活動∕社交活動,本國∕本國∕本國
10107,10107Y00020008,YZA1,10107YZ000014,2012,7,5,8,37,金門縣,金城鎮,,NA,民權路,,,NA,106,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,鄉道,40,三岔路,交岔口附近,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,快慢車道分隔線,有,側撞,起步未注意其他車（人）安全,Y000,YZ00,1,2,2012/7/5,民權路106號,,金門縣金城鎮,118.3164557,24.4351005,自用 小客車∕普通重型 機車∕,小客車自用∕機車普通重型∕,30∕31∕,未受傷∕受傷∕,25****S代號555∕78****T代號556∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車左前車頭（身）∕機車右側車身∕,起步未注意其他車（人）安全∕未注意車前狀態∕,起步未注意其他車（人）安全∕起步未注意其他車（人）安全∕,服務工作者∕家庭主婦（夫）∕,上、下班∕其他∕,本國∕本國∕
10107,10107Y00030004,YZA1,10107YZ000015,2012,7,5,9,36,金門縣,金城鎮,,NA,西海路,三,,NA,,,,,,北堤路路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,日間自然光線,村里道路,40,四岔路,交岔口附近,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,附標記,未繪設車道線,未繪設快慢車道分隔線,有,追撞,未保持行車安全距離,Y000,YZ00,1,3,2012/7/5,西海路三段,,金門縣金城鎮北堤路路口,118.3124964,24.4226194,計程車 小客車∕自用 小貨車(含客、貨兩用)∕,小客車計程車∕小貨車自用∕,56∕55∕,未受傷∕未受傷∕,54***Q代號557∕76****F代號558∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車後車尾∕汽車前車頭∕,未保持行車安全距離∕尚未發現肇事因素∕,未保持行車安全距離∕未保持行車安全距離∕,汽車、火車駕駛員及船員∕售貨員∕,運輸∕運輸∕,本國∕本國∕
10107,10107Y00020009,YZA1,10107YZ000017,2012,7,6,18,20,金門縣,金寧鄉,,NA,大學路,,,NA,,,,,,07713號燈桿前路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,晴,日間自然光線,鄉道,25,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,側撞,違反特定標誌（線）禁制,Y000,YZ00,1,2,2012/7/6,大學路,,金門縣金寧鄉07713號燈桿前路段,118.325279,24.4466751,普通重型 機車∕自用 小貨車(含客、貨兩用)∕乘客 人,機車普通重型∕小貨車自用∕乘客,21∕32∕21,受傷∕未受傷∕受傷,39****T代號559∕6F****3代號560∕39****T代號559,其他∕其他∕其他,有適當之駕照∕有適當之駕照∕非汽（機）車駕駛人,經檢測無酒精反應∕經檢測無酒精反應∕非駕駛人，未檢測,機車左側車身∕汽車前車頭∕非汽（機）車,違反特定標誌（線）禁制∕未依規定減速∕尚未發現肇事因素,違反特定標誌（線）禁制∕違反特定標誌（線）禁制∕違反特定標誌（線）禁制,大學（研究）生∕售貨員∕大學（研究）生,其他∕上、下班∕其他,本國∕本國∕本國
10107,10107Y00020010,YZA1,10107YZ000018,2012,7,7,21,19,金門縣,金寧鄉,,NA,環島南路,,,NA,,,,,,林湖路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,夜間（或隧道、地下道、涵洞）有照明,村里道路,50,四岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,路口交岔撞,未依規定讓車,Y000,YZ00,1,2,2012/7/7,環島南路,,金門縣金寧鄉林湖路口,118.3757827,24.4398961,自用 小客車∕普通重型 機車∕乘客 人,小客車自用∕機車普通重型∕乘客,44∕22∕18,未受傷∕未受傷∕受傷,29****S代號561∕13****T代號562∕13****T代號562,其他∕其他∕其他,有適當之駕照∕有適當之駕照∕非汽（機）車駕駛人,經檢測無酒精反應∕經檢測無酒精反應∕非駕駛人，未檢測,汽車右前車頭（身）∕機車前車頭∕非汽（機）車,未依規定讓車∕未依規定減速∕尚未發現肇事因素,未依規定讓車∕未依規定讓車∕未依規定讓車,不明∕不明∕不明,不明∕不明∕不明,本國∕本國∕本國
10107,10107Y00020033,YZA1,10107YZ000020,2012,7,8,6,2,金門縣,金城鎮,,NA,中興路,,,NA,,,,,,賢城路03530號燈桿前路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,50,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,路上翻車、摔倒,未注意車前狀態,Y000,YZ00,1,2,2012/7/8,中興路,,金門縣金城鎮賢城路03530號燈桿前路段,118.3187271,24.4338194,普通重型 機車∕ ∕,機車普通重型,48∕0∕,受傷,66****T代號563,其他,有適當之駕照,經檢測無酒精反應,機車左側車身,未注意車前狀態∕尚未發現肇事因素∕,未注意車前狀態∕未注意車前狀態∕,不明,不明,本國∕本國∕
10107,10107Y00020011,YZA1,10107YZ000021,2012,7,9,9,15,金門縣,烈嶼鄉,,NA,,,,NA,,,,,,楊厝路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,鄉道,40,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,未依規定讓車,Y000,YZ00,1,2,2012/7/9,金門縣烈嶼鄉楊厝路段,,金門縣烈嶼鄉楊厝路段,118.2321629,24.4188835,自用 小貨車(含客、貨兩用)∕普通輕型 機車∕,小貨車自用∕機車普通輕型∕,67∕65∕,未受傷∕受傷∕,WY****0代號564∕WZ****3代號565∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車左側車身∕機車左側車身∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,其他∕家庭主婦（夫）∕,其他∕其他∕,本國∕本國∕
10107,10107Y00020034,YZA1,10107YZ000022,2012,7,8,21,36,金門縣,金城鎮,西門里,NA,光前路,,,NA,,,,,,金門高中前,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,晴,夜間（或隧道、地下道、涵洞）有照明,縣道,60,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,對向擦撞,左轉彎未依規定,Y000,YZ00,1,2,2012/7/8,光前路,,金門縣金城鎮西門里金門高中前,118.3142468,24.4339885,普通重型 機車∕普通重型 機車∕乘客 人∕乘客 人∕,機車普通重型∕機車普通重型∕乘客∕乘客∕,25∕55∕20∕52∕,受傷∕受傷∕未受傷∕受傷∕,3J****5代號566∕PZ****9代號567∕3J****5代號566∕PZ****9代號567∕,其他∕其他∕其他∕其他∕,有適當之駕照∕有適當之駕照∕非汽（機）車駕駛人∕非汽（機）車駕駛人∕,經檢測無酒精反應∕經檢測無酒精反應∕經呼氣檢測0.26至0.40mg∕L或血液檢測0.051至0.08∕經檢測無酒精反應∕,機車前車頭∕機車左側車身∕不明∕不明∕,左轉彎未依規定∕尚未發現肇事因素∕乘坐不當而跌落∕乘坐不當而跌落∕,左轉彎未依規定∕左轉彎未依規定∕左轉彎未依規定∕左轉彎未依規定∕,不明∕不明∕不明∕不明∕,不明∕不明∕其他∕其他∕,本國∕本國∕本國∕本國∕
10107,10107Y00010001,YZA1,10107YZ000024,2012,7,11,12,9,金門縣,金寧鄉,榜林村,NA,,,,NA,,,,,,榜林圓環內,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,晴,日間自然光線,村里道路,40,圓環,其他,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,車道線（無標記）,未繪設快慢車道分隔線,有,側撞,未依規定讓車,Y000,YZ00,1,1,2012/7/11,金門縣金寧鄉榜林村榜林圓環內,,金門縣金寧鄉榜林村榜林圓環內,118.330294,24.438568,自用 小客車∕普通重型 機車∕,小客車自用∕機車普通重型∕,41∕77∕,未受傷∕24小時內死亡∕,M7****3代號568∕61****C代號569∕,其他∕其他∕,有適當之駕照∕越級駕駛∕,經檢測無酒精反應∕無法檢測∕,汽車左前車頭（身）∕機車前車頭∕,未依規定讓車∕未注意車前狀態∕,未依規定讓車∕未依規定讓車∕,其他∕不明∕,其他∕其他∕,本國∕本國∕
10107,10107Y00020015,YZA1,10107YZ000025,2012,7,11,19,20,金門縣,金寧鄉,,NA,環島西路,二,,NA,,,,,,03072號路燈桿附近,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,晴,日間自然光線,村里道路,50,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,撞動物,未注意車前狀態,Y000,YZ00,1,2,2012/7/11,環島西路二段,,金門縣金寧鄉03072號路燈桿附近,118.3148723,24.4566699,普通重型 機車∕ ∕乘客 人,機車普通重型乘客,22∕0∕22,受傷受傷,81****C代號57081****C代號570,其他其他,有適當之駕照非汽（機）車駕駛人,經檢測無酒精反應非駕駛人，未檢測,機車前車頭非汽（機）車,未注意車前狀態∕動物竄出∕尚未發現肇事因素,未注意車前狀態∕未注意車前狀態∕未注意車前狀態,其他其他,其他其他,本國∕本國∕本國
10107,10107Y00020017,YZA1,10107YZ000029,2012,7,12,16,11,金門縣,金城鎮,,NA,北堤路,,,NA,90,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,50,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,路上有停車,路上停放車輛,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,從停車後（或中）穿出,未注意車前狀態,Y000,YZ00,1,2,2012/7/12,北堤路90號,,金門縣金城鎮,118.3167419,24.4294062,普通重型 機車∕行人 人∕,機車普通重型∕行人∕,53∕80∕,未受傷∕受傷∕,3J****3代號571,其他∕非駕駛人及乘客∕,有適當之駕照∕非汽（機）車駕駛人∕,經檢測無酒精反應∕非駕駛人，未檢測∕,機車左側車身∕非汽（機）車∕,未注意車前狀態∕未依規定行走行人穿越道、地下道、天橋而穿越道路∕,未注意車前狀態∕未注意車前狀態∕,保安工作者（不含警察人員）∕家庭主婦（夫）∕,其他∕其他∕,本國∕本國∕
10107,10107Y00020018,YZA1,10107YZ000030,2012,7,12,17,40,金門縣,金城鎮,,NA,北堤路,,,NA,30,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,三岔路,交岔口附近,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,快慢車道分隔線,有,路上翻車、摔倒,未注意車前狀態,Y000,YZ00,1,2,2012/7/12,北堤路30號,,金門縣金城鎮,118.3167419,24.4294062,普通重型 機車∕ ∕,機車普通重型,72∕0∕,受傷,07****G代號572,其他,有適當之駕照,經檢測無酒精反應,不明,未注意車前狀態∕尚未發現肇事因素∕,未注意車前狀態∕未注意車前狀態∕,其他,其他,本國∕本國∕
